Trust_Code,Trust_Name,Region,Specialty,Reporting_Month,Patients_Waiting,Number_Waiting_Over_18_Weeks,RTT_18wk_Standard_Met,Median_Wait_Weeks,Number_Waiting_Over_52_Weeks
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/09/2023,1350,397,No,19.8,15
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/12/2023,2163,756,No,15.9,141
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/08/2024,5842,2542,No,8.3,154
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/04/2024,1680,562,No,14,31
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/06/2023,3322,1220,No,10.4,183
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/01/2024,2653,944,No,11.2,141
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/02/2024,3296,1106,No,19.2,109
RXC,Riverside University Hospitals Trust,London,ENT,01/07/2024,3632,1347,No,11.5,297
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/12/2023,3059,1023,No,15.8,69
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/07/2024,5421,1692,No,13.1,127
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/09/2024,2818,917,No,14.2,93
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/09/2024,2701,807,No,16.3,98
RXC,Riverside University Hospitals Trust,London,Dermatology,01/11/2023,3453,945,No,11.3,121
RXC,Riverside University Hospitals Trust,London,Cardiology,01/03/2023,6196,2917,No,12.7,98
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/04/2024,3227,1096,No,11.8,99
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/10/2024,3097,796,No,18.6,98
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/03/2023,1818,674,No,13.9,147
RXC,Riverside University Hospitals Trust,London,General Surgery,01/04/2023,4463,1771,No,12,415
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/11/2023,1355,451,No,13.7,31
RXC,Riverside University Hospitals Trust,London,Cardiology,01/11/2024,6358,2478,No,14.1,320
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/04/2023,5218,1700,No,13.8,309
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/05/2023,2019,979,No,11.5,193
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/05/2024,4278,1631,No,15.3,260
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/02/2024,5937,3298,No,13.1,332
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/11/2024,2310,960,No,16.5,62
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/03/2024,5752,2357,No,14.1,377
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/08/2023,4961,1625,No,12.8,12
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/03/2024,5933,3603,No,10.8,445
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/06/2024,5231,1419,No,12.4,227
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/01/2024,952,209,No,14.3,24
RXC,Riverside University Hospitals Trust,London,Urology,01/08/2024,6535,1125,No,20.6,90
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/09/2024,1954,739,No,17.7,82
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/04/2023,1576,440,No,13.3,27
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/11/2024,1542,576,No,16.7,79
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/06/2023,5768,2217,No,9.9,259
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/08/2024,3072,665,No,17.1,45
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/09/2023,4352,976,No,11.4,126
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/04/2023,3343,1722,No,14.2,271
RXB,Eastfield General Hospitals Trust,East Of England,Dermatology,01/07/2024,2800,1108,No,17.1,53
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/10/2024,3330,717,No,19.7,48
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/10/2023,5611,2204,No,12.3,369
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/08/2023,2568,593,No,13.1,69
RXC,Riverside University Hospitals Trust,London,T&O,01/09/2024,4575,2036,No,11.8,453
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/09/2023,5443,1889,No,10.2,209
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/07/2023,2578,882,No,7.7,101
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/03/2024,2604,1332,No,13.9,284
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/11/2024,5852,2105,No,17.4,209
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/05/2024,5474,1678,No,15.3,203
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/04/2024,4000,1434,No,14.3,386
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/07/2024,5684,2157,No,13.3,318
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/08/2024,4342,1091,No,17.1,112
RXC,Riverside University Hospitals Trust,London,ENT,01/04/2024,3638,664,No,14.6,43
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/09/2024,4550,1897,No,16.7,250
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/01/2024,2330,804,No,14.7,76
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/07/2023,3718,1657,No,16.5,203
RXC,Riverside University Hospitals Trust,London,Dermatology,01/01/2024,3441,913,No,10,149
RXC,Riverside University Hospitals Trust,London,Urology,01/12/2023,6283,1666,No,14.6,253
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/01/2023,3077,834,No,12.7,30
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/09/2023,1824,528,No,13.8,53
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/03/2023,2973,1273,No,12.1,299
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/08/2024,2275,851,No,15,23
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/04/2024,2817,515,No,11.7,66
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/09/2024,5569,1807,No,20.5,180
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/07/2024,3107,1355,No,14.9,24
RXC,Riverside University Hospitals Trust,London,T&O,01/12/2024,4819,383,Yes,18.5,61
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/07/2023,5040,2082,No,15,323
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/05/2024,3489,922,No,19.4,112
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/06/2023,2800,1067,No,13.4,26
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/10/2023,4433,2399,No,15.4,0
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/05/2024,2621,758,No,18.7,128
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/12/2024,5219,2331,No,13.9,185
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/02/2024,2556,406,No,13.5,27
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/12/2023,5451,1639,No,11.1,252
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/05/2023,5496,2511,No,15.8,326
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/07/2024,5440,2019,No,16.8,201
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/02/2023,3088,774,No,15.9,135
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/10/2023,2797,1057,No,10.9,149
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/09/2023,2544,893,No,15.5,60
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/09/2023,1392,422,No,12.1,52
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/12/2024,969,376,No,9,101
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/02/2023,2730,855,No,10.4,169
RXC,Riverside University Hospitals Trust,London,Dermatology,01/11/2024,4005,1119,No,12.6,138
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/06/2023,780,204,No,18.1,6
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/12/2024,3891,2008,No,21.8,266
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/03/2024,1550,665,No,10.6,121
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/03/2024,3287,1232,No,17,177
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/05/2023,4932,1330,No,14.8,75
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/05/2023,5824,1908,No,13,291
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/12/2023,1884,879,No,11.7,190
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/07/2023,4125,2223,No,11.7,176
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/11/2024,3582,1594,No,16,241
RXC,Riverside University Hospitals Trust,London,Cardiology,01/09/2023,6081,1648,No,16.3,151
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/01/2024,2976,804,No,12.3,112
RXF,Harborview Nhs Foundation Trust,South West,T&O,01/05/2024,4663,1568,No,15.8,224
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/10/2024,721,300,No,13.2,54
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/01/2024,5787,1388,No,13.6,207
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/10/2023,3007,1238,No,18,133
RXC,Riverside University Hospitals Trust,London,Dermatology,01/06/2024,3746,1367,No,13.2,166
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/11/2024,5554,1738,No,12.9,61
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/11/2024,2828,992,No,16.6,161
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/11/2024,1597,324,No,16.4,56
RXB,Eastfield General Hospitals Trust,East Of England,Urology,01/05/2024,4986,1400,No,16,0
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/02/2024,2133,816,No,14.6,29
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/07/2024,5864,2184,No,14.2,213
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/05/2024,951,432,No,14.4,18
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/02/2024,1667,500,No,12.1,54
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/10/2024,4323,1833,No,18.1,382
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/09/2023,1051,308,No,16.6,50
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/12/2024,1153,390,No,10.2,69
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/02/2023,5505,2386,No,17.6,23
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/03/2023,3994,1116,No,15.1,147
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/12/2023,2609,949,No,12.8,52
RXC,Riverside University Hospitals Trust,London,ENT,01/09/2023,2992,899,No,8.9,35
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/01/2024,6010,2595,No,10.4,550
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/09/2024,1243,387,No,10.4,46
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/02/2024,3687,1174,No,20.4,74
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/06/2023,4384,2235,No,12.9,153
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/09/2024,4375,694,No,9.6,98
RXC,Riverside University Hospitals Trust,London,Urology,01/04/2024,6021,975,No,19.9,145
RXF,Harborview Nhs Foundation Trust,South West,Ophthalmology,01/12/2023,2871,1291,No,11,132
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/07/2023,1885,817,No,15.2,187
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Dermatology,01/10/2024,2704,782,No,12.5,128
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/01/2023,5933,1492,No,7.5,231
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/04/2023,3821,1930,No,15.9,180
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/03/2024,5030,1224,No,11.2,151
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/07/2023,1822,572,No,14,117
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/06/2023,4304,1703,No,15.6,158
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/12/2024,4012,1606,No,14.2,328
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/06/2024,2038,1024,No,18.9,117
RXC,Riverside University Hospitals Trust,London,Urology,01/09/2023,5963,2979,No,10.1,267
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/11/2024,3413,675,No,17,151
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/06/2024,5996,1223,No,13.8,13
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/05/2023,2657,1122,No,16.2,142
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Ophthalmology,01/09/2024,5638,1751,No,14,118
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/07/2023,5255,1859,No,14.2,236
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/02/2023,2131,837,No,14.4,68
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/01/2023,2921,382,No,12.7,38
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/02/2024,2985,993,No,8.5,53
RXH,Sherbourne Nhs Foundation Trust,North East,Urology,01/10/2024,4214,1115,No,12,171
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/03/2023,4152,1214,No,12.9,100
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/10/2024,2881,1218,No,14.2,98
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/11/2023,2705,567,No,7.7,75
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/01/2023,2273,1032,No,14.2,51
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/01/2023,2675,831,No,11,26
RXD,Kingswood Nhs Foundation Trust,South East,General Surgery,01/08/2023,6040,998,No,16.2,64
RXC,Riverside University Hospitals Trust,London,General Surgery,01/08/2023,4649,1235,No,16.4,222
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/08/2023,5892,1865,No,12,288
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/01/2023,5754,2235,No,15.8,440
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/09/2024,5948,2150,No,15.8,250
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/10/2024,3386,1614,No,13.5,214
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/02/2023,2831,992,No,12.9,105
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/12/2023,5867,1901,No,18.7,56
RXH,Sherbourne Nhs Foundation Trust,North East,Dermatology,01/10/2023,3365,802,No,9.8,65
RXE,Vale Of Aldern Nhs Trust,West Midlands,General Surgery,01/01/2023,2527,707,No,11.1,39
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/11/2024,3664,1511,No,8.2,299
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/03/2024,2997,1079,No,14.6,167
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/05/2024,5642,1903,No,15.9,134
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/03/2024,2295,699,No,10.7,136
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/07/2023,1540,361,No,10.9,22
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,General Surgery,01/04/2023,2351,841,No,14,99
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/11/2024,2050,921,No,14.1,84
RXC,Riverside University Hospitals Trust,London,ENT,01/02/2024,3579,1545,No,15.6,73
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/10/2023,2521,465,No,14.2,29
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/11/2024,966,348,No,14.5,48
RXF,Harborview Nhs Foundation Trust,South West,ENT,01/06/2023,4742,2209,No,16,271
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/12/2023,776,238,No,14.6,19
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/07/2024,2860,838,No,17.8,103
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/01/2023,5627,1991,No,14.2,0
RXH,Sherbourne Nhs Foundation Trust,North East,T&O,01/07/2023,1051,463,No,12.3,42
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/11/2023,1447,620,No,17.1,173
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/07/2024,920,324,No,16.4,9
RXA,Northgate Nhs Foundation Trust,North West,ENT,01/08/2024,4605,1956,No,16.4,447
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/12/2023,1698,509,No,19.1,75
RXA,Northgate Nhs Foundation Trust,North West,Gastroenterology,01/02/2023,5842,2552,No,9.4,513
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/04/2024,6132,2191,No,18.1,244
RXC,Riverside University Hospitals Trust,London,T&O,01/08/2023,4305,1306,No,16.6,172
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/02/2024,2780,1117,No,14.4,162
RXC,Riverside University Hospitals Trust,London,Dermatology,01/03/2023,3566,1546,No,13.6,306
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/01/2024,1089,384,No,10.1,28
RXC,Riverside University Hospitals Trust,London,Dermatology,01/08/2024,3980,1656,No,15.8,112
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/03/2024,1836,693,No,11.3,69
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/02/2023,1905,572,No,14.9,29
RXC,Riverside University Hospitals Trust,London,ENT,01/06/2023,2910,1686,No,8.2,151
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,T&O,01/11/2024,4239,1470,No,13,246
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/06/2024,5612,2213,No,20.3,39
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/10/2023,3981,1147,No,13,51
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/01/2023,5029,2382,No,13.2,482
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/07/2024,2688,615,No,10,14
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/06/2024,2979,1012,No,11,181
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/04/2023,1317,515,No,12.9,2
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/05/2024,1142,441,No,12.4,22
RXC,Riverside University Hospitals Trust,London,ENT,01/06/2024,3578,844,No,17.3,101
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/11/2023,2878,684,No,16.5,74
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Cardiology,01/04/2024,2778,1147,No,12.6,94
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,ENT,01/01/2023,1733,428,No,8.9,41
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/11/2024,5756,1512,No,17,202
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/07/2023,898,467,No,8.9,58
RXB,Eastfield General Hospitals Trust,East Of England,T&O,01/07/2023,1094,318,No,18.4,74
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/03/2024,4936,1995,No,17.6,195
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/11/2024,5133,1333,No,14.7,187
RXC,Riverside University Hospitals Trust,London,General Surgery,01/02/2023,4607,1817,No,12.1,141
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/02/2024,4310,2501,No,15.8,78
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/09/2024,5801,1723,No,13.6,293
RXE,Vale Of Aldern Nhs Trust,West Midlands,T&O,01/06/2024,6035,1021,No,10,134
RXH,Sherbourne Nhs Foundation Trust,North East,ENT,01/02/2023,5774,2762,No,18.4,0
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/11/2023,2687,693,No,14.9,147
RXD,Kingswood Nhs Foundation Trust,South East,Dermatology,01/04/2024,2270,628,No,15.3,103
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/04/2024,2695,1564,No,10.9,170
RXB,Eastfield General Hospitals Trust,East Of England,Ophthalmology,01/02/2023,1826,666,No,13.4,13
RXC,Riverside University Hospitals Trust,London,Urology,01/06/2023,6191,2695,No,11.3,361
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/06/2024,4509,1383,No,15.8,320
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/08/2023,2922,696,No,12,68
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/12/2024,3024,705,No,18.6,150
RXE,Vale Of Aldern Nhs Trust,West Midlands,Dermatology,01/04/2023,5171,1605,No,11.7,177
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/01/2023,1731,447,No,16.1,50
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/09/2023,2759,999,No,11.7,82
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/02/2024,5205,2153,No,11.6,221
RXA,Northgate Nhs Foundation Trust,North West,General Surgery,01/06/2023,1542,227,No,18.5,42
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/07/2023,1002,272,No,10.8,46
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/11/2024,1657,757,No,12.2,76
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/06/2023,5702,2581,No,16.2,335
RXE,Vale Of Aldern Nhs Trust,West Midlands,Cardiology,01/08/2023,4096,1525,No,16.3,265
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/04/2024,2777,1053,No,14.9,81
RXC,Riverside University Hospitals Trust,London,Gastroenterology,01/01/2023,3100,1086,No,13.8,24
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/06/2024,1849,551,No,13.5,71
RXC,Riverside University Hospitals Trust,London,ENT,01/09/2024,3579,1190,No,12.7,36
RXD,Kingswood Nhs Foundation Trust,South East,Ophthalmology,01/01/2024,1593,771,No,13.3,129
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/05/2023,2578,947,No,12.5,165
RXA,Northgate Nhs Foundation Trust,North West,Urology,01/10/2023,1022,495,No,15,63
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/05/2024,2513,753,No,9.3,176
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/01/2023,1027,504,No,14.8,97
RXA,Northgate Nhs Foundation Trust,North West,Cardiology,01/11/2024,5963,1454,No,15.2,117
RXF,Harborview Nhs Foundation Trust,South West,Gastroenterology,01/07/2023,5675,3089,No,10.3,306
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/02/2023,5477,1561,No,13.5,235
RXC,Riverside University Hospitals Trust,London,Dermatology,01/02/2023,3439,1761,No,8.2,145
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Gastroenterology,01/05/2023,2584,999,No,8.4,145
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/06/2024,5342,2721,No,7.3,250
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/04/2024,964,454,No,11.8,50
RXB,Eastfield General Hospitals Trust,East Of England,General Surgery,01/01/2023,1410,556,No,12.4,59
RXH,Sherbourne Nhs Foundation Trust,North East,Cardiology,01/01/2023,5384,1739,No,15.7,365
RXF,Harborview Nhs Foundation Trust,South West,Cardiology,01/01/2023,2173,522,No,11.6,78
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/08/2023,4247,1594,No,12.2,27
RXE,Vale Of Aldern Nhs Trust,West Midlands,ENT,01/03/2023,2959,665,No,10.8,80
RXA,Northgate Nhs Foundation Trust,North West,Dermatology,01/04/2024,2304,977,No,12.2,131
RXB,Eastfield General Hospitals Trust,East Of England,ENT,01/05/2023,4912,1561,No,11.1,227
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/05/2023,3027,566,No,9,111
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/06/2024,2746,1279,No,16.9,90
RXD,Kingswood Nhs Foundation Trust,South East,Gastroenterology,01/04/2023,2439,652,No,9.1,54
RXE,Vale Of Aldern Nhs Trust,West Midlands,Urology,01/04/2024,3181,975,No,10.1,144
RXD,Kingswood Nhs Foundation Trust,South East,ENT,01/01/2024,5705,1651,No,13.2,0
RXB,Eastfield General Hospitals Trust,East Of England,Gastroenterology,01/11/2024,707,306,No,15.2,19
RXE,Vale Of Aldern Nhs Trust,West Midlands,Gastroenterology,01/02/2024,3917,2040,No,10.4,224
RXB,Eastfield General Hospitals Trust,East Of England,Cardiology,01/10/2023,1188,320,No,21.1,69
RXE,Vale Of Aldern Nhs Trust,West Midlands,Ophthalmology,01/03/2023,2545,1152,No,8,115
RXG,Meadowbrook University Hospitals Trust,Yorkshire And The Humber,Urology,01/02/2024,2758,631,No,17.6,39
RXD,Kingswood Nhs Foundation Trust,South East,Urology,01/03/2024,2204,1098,No,9.7,115
RXC,Riverside University Hospitals Trust,London,Dermatology,01/02/2024,3785,2037,No,19.7,340
RXC,Riverside University Hospitals Trust,London,Urology,01/07/2023,5899,1700,No,15.1,165
RXF,Harborview Nhs Foundation Trust,South West,Urology,01/02/2023,3512,1470,No,13.6,102
RXD,Kingswood Nhs Foundation Trust,South East,T&O,01/07/2024,5399,1524,No,18.1,270
RXC,Riverside University Hospitals Trust,London,Ophthalmology,01/10/2023,2618,1054,No,13.8,0
RXC,Riverside University Hospitals Trust,London,T&O,01/03/2023,4580,1145,No,12.2,102
RXH,Sherbourne Nhs Foundation Trust,North East,Gastroenterology,01/04/2023,1944,483,No,13.9,64
RXF,Harborview Nhs Foundation Trust,South West,General Surgery,01/10/2023,5740,2346,No,16,269
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/10/2023,940,244,No,10,24
RXF,Harborview Nhs Foundation Trust,South West,Dermatology,01/10/2023,2835,839,No,11.6,150
RXA,Northgate Nhs Foundation Trust,North West,T&O,01/03/2024,2951,1106,No,15,155
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/07/2023,2423,833,No,12.2,123
RXA,Northgate Nhs Foundation Trust,North West,Ophthalmology,01/08/2023,3723,1751,No,11.7,84
RXH,Sherbourne Nhs Foundation Trust,North East,General Surgery,01/09/2023,1267,384,No,16.2,64
RXD,Kingswood Nhs Foundation Trust,South East,Cardiology,01/03/2024,2669,902,No,12.5,73
RXC,Riverside University Hospitals Trust,London,Cardiology,01/12/2023,6173,2295,No,16.9,452
RXH,Sherbourne Nhs Foundation Trust,North East,Ophthalmology,01/05/2023,3931,1709,No,13.8,74
